HS4,HS2,Description
7312,73,STRANDED WIRE OF STAINLESS STEEL
7313,73,BARBED WIRE; TWISTED HOOP OR SINGLE FLAT WIRE
7314,73,ENDLESS BANDS FOR MACHINERY
7315,73,ROLLER CHAIN FOR MOTOR VEHICLES
7316,73,ANCHORS
7317,73,THUMB TACKS OF IRON OR STEEL
7318,73,COACH SCREWS
7319,73,SAFETY PINS ON CARDS
7320,73,LEAF SPRINGS AND LEAVES THEREFOR SUITABLE FOR MOTOR VEH SUSPENSION
7321,73,PORTABLE STOVES AND RANGES
7322,73,RADIATORS FOR CENTRAL HEATING AND PARTS THEREOF
7323,73,IRON OR STEEL WOOL; POT SCOURERS AND SCOURING OR POLISHING PADS
7324,73,SINKS OF STAINLESS STEEL WITH ONE OR MORE DRAWN BOWLS (BASINS)
7325,73,MANHOLE COVERS
7326,73,GRINDING BALLS AND SIMILAR ARTICLES FOR MILLS
7402,74,UNREFINED COPPER
7403,74,REFINED COPPER CATHODES AND SECTIONS OF CATHODES
7405,74,MASTER ALLOYS OF COPPER CONTAINING BY WEIGHT 5 PERCENT OF MORE BUT NOT MORE THAN 15 PERCENT PHOSPHORUS
7406,74,COPPER POWDERS OF NON-LAMELLAR STRUCTURE
7407,74,HOLLOW PROFILES OF REFINED COPPER
7408,74,REFINED COPPER WIRE WITH A MAXIMUM CROSS-SECTIONAL DIMENSION OVER 9.5MM
7409,74,REFINED COPPER PLATES
7410,74,COPPER FOIL
7411,74,TUBES AND PIPES OF REFINED COPPER
7412,74,FITTINGS
7413,74,STRANDED WIRE
7415,74,NAILS
7418,74,POT SCOURERS AND SCOURING OR POLISHING PADS
7419,74,BRASS PLUMBING GOODS NESOI CAST STAMPED OR FORGED BUT NOT FURTHER WORKED
7501,75,NICKEL MATTES
7502,75,NICKEL
7503,75,NICKEL WASTE AND SCRAP
7504,75,NICKEL POWDERS
7505,75,NICKEL BARS AND RODS NOT ALLOYED COLD-FORMED
7506,75,NICKEL
7507,75,PIPES AND TUBES OF NICKEL
7508,75,CLOTH
7601,76,UNW ALUM NT ALOYD OF UNIFM CROS SECT THROUT IT LNTH LEST CROS SECT DIMNSON NT GREATER THAN 9.5 MM IN COILS
7602,76,RECYCLABLE USED BEVERAGE CONTAINERS
7603,76,ALUMINUM POWDERS OF NON-LAMELLAR STRUCTURE
7604,76,ALUMINUM PROFILES NOT ALLOYED
7605,76,ALUMINUM WIRE NOT ALLOYED OF WHICH THE MAXIMUM CROSS-SECTIONAL DIMENSION EXCEEDS 7 MM
7606,76,ALUMINUM PLATES SHEETS AND STRIP RECTANGULAR INCLUDING SQUARE NOT ALLOYED NOT CLAD WITH THICKNESS OF MORE THAN 6.3MM
7607,76,ALUMINUM FOIL OF A THICKNESS NOT EXCEEDING 0.01MM NOT BACKED
7608,76,ALUMINUM TUBES AND PIPES NOT ALLOY
7609,76,ALUMINUM TUBE OR PIPE FITTINGS (COUPLINGS
7610,76,ALUMINUM WINDOWS AND THEIR FRAMES
7611,76,ALUMINUM TANKS WITH CAPACITY EXCEEDING 300 LITERS
7612,76,ALUMINUM COLLAPSIBLE TUBULAR CONTAINERS CAP NT OV 300 LITERS
7613,76,ALUMINUM CONTAINERS FOR COMPRESSED OR LIQUEFID GAS
7614,76,STRANDED WIRE
7615,76,POT SCOURERS
7616,76,ALUMINUM NAILS
7801,78,REFINED LEAD
7802,78,LEAD WASTE AND SCRAP OBTAINED FROM LEAD-ACID STORAGE BATTERIES
7804,78,LEAD SHEETS
7806,78,LEAD BARS RODS PROFILES AND WIRE
7901,79,ZINC
7902,79,ZINC WASTE AND SCRAP
7903,79,ZINC DUST
7904,79,ZINC BARS
7905,79,ZINC PLATES
7907,79,ZINC ARTICLES USED FOR HOUSEHOLD
8001,80,TIN
8002,80,TIN WASTE AND SCRAP
8003,80,TIN BARS
8007,80,TIN ARTICLES NESOI SUITABLE FOR FOOD OR BEVERAGE SERVICE NOT PRECIOUSMETAL PLATED
8101,81,TUNGSTEN (WOLFRAM) POWDERS
8102,81,MOLYBDENUM POWDERS
8103,81,TANTALUM POWDERS
8104,81,UNWROUGHT MAGNESIUM
8105,81,UNWROUGHT COBALT ALLOYS
8106,81,BISMUTH AND ARTICLES THEREOF CONTAINING MORE THAN 99.99% BISMUTH
8108,81,SPONGE
8109,81,UNWROUGHT ZIRCONIUM POWDERS CONTAINING LESS THAN 1 PART HAFNIUM TO 500 PARTS ZIRCONIUM BY WEIGHT
8110,81,UNWROUGHT ANTIMONY; POWDERS
8111,81,MANGANESE WASTE AND SCRAP
8112,81,OTHER UNWROUGHT BERYLLIUM; BERYLLIUM POWDERS
8113,81,CERMETS AND ARTICLES THEREOF
8201,82,SPADES AND SHOVELS AND PARTS THEREOF OF BASE METAL
8202,82,HANDSAWS AND PARTS EXCEPT BLADES
8203,82,FILES
8204,82,OPEN-END
8205,82,DRILLING
8206,82,TOOLS OF 2 OR MORE OF HEADINGS 8202 TO 8205
8207,82,ROCK DRILLING OR EARTH BORING TOOLS WITH WORKING PART OF CERMETS
8208,82,KNIVES AND CUTTING BLADES FOR METAL SHEARING MACHINES OVER 30.5 5CM LONG OR OVER 15.2CM DIAMETER FOR METAL SHEARING/SPLITTING MACHS
8209,82,PLATES
8210,82,HAND-OPERATED MECHANICAL APPLIANCES 10KG OR LESS FOR PREPARATION
8211,82,SETS OF ASSORTED KNIVES AND BLADES AND BASE METAL PARTS THEREOF EXCEPT KNIVES OF 8208
8212,82,RAZORS
8213,82,SCISSORS
8214,82,PAPER KNIVES
8215,82,SETS OF ASSORTED TABLEWARE
8301,83,PADLOCKS
8302,83,HINGES AND PARTS THEREOF
8303,83,ARMORED OR REINFORCED SAFES
8304,83,DESK-TOP FILING OR CARD-INDEX CABINETS
8305,83,RING BINDER MECHANISMS FOR LOOSELEAF BINDERS
8306,83,BELLS
8307,83,FLEXIBLE TUBING OF IRON OR STEEL
8308,83,HOOKS
8309,83,CROWN CORKS (INCLUDING CROWN SEALS AND CAPS)
8310,83,SIGN PLATES
8311,83,COATED ELECTRODES OF BASE METAL
8401,84,NUCLEAR REACTORS
8402,84,WATERTUBE BOILERS WITH A STEAM PRODUCTION EXCEEDING 45 T PER HOUR
8403,84,CENTRAL HEATING BOILERS
8404,84,ECONOMIZERS FOR USE WITH BOILERS OF HEADING 8402 OR 8403
8405,84,PRODUCER GAS
8406,84,STEAM TURBINES FOR MARINE PROPULSION
8407,84,SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES FOR CIVIL AIRCRAFT
8408,84,COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES FOR MARINE PROPULSION
8409,84,PARTS FOR SPARK-IGNITION OR COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES FOR USE IN CIVIL AIRCRAFT
8410,84,HYDRAULIC TURBINES AND WATER WHEELS OF A POWER NOT EXCEEDING 1
8411,84,TURBOJET TURBINES (ENGINES)
8412,84,MISSILE AND ROCKET REACTION ENGINES
8413,84,PUMPS FOR DISPENSING FUEL OR LUBRICANTS
8414,84,VACUUM PUMPS
8415,84,AIR-CONDITIONERS
8416,84,FURNACE BURNERS FOR LIQUID FUEL
8417,84,FURNACES & OVENS FOR ROASTING
8418,84,REFRIGERATOR-FREEZERS COMBINED
8419,84,INSTANTANEOUS GAS WATER HEATERS
8420,84,TEXTILE CALENDERING OR ROLLING MACHINES
8421,84,CREAM SEPARATORS
8422,84,DISHWASHING MACHINES
8423,84,DIGITAL ELECTRONIC TYPE PERSONAL WEIGHING MACHINES
8424,84,FIRE EXTINGUISHERS
8425,84,PULLEY TACKLE AND HOISTS
8426,84,OVERHEAD TRAVELING CRANES ON FIXED SUPPORT
8427,84,TRUCKS
8428,84,PASSENGER OR FREIGHT ELEVATORS OTHER THAN CONTINUOUS ACTION; SKIP HOISTS
8429,84,BULLDOZERS AND ANGLEDOZERS
8430,84,PILE-DRIVERS AND PILE-EXTRACTORS
8431,84,PARTS OF PULLEY TACKLE AND HOISTS OTHER THAN SKIP HOISTS OR HOISTS OF A KIND USED FOR RAISING VEHICLES
8432,84,MOLDBOARD PLOWS EXCEPT LISTERS
8433,84,ELECTRIC MOWERS
8434,84,MILKING MACHINES
8435,84,PRESSES
8436,84,MACHINERY FOR PREPARING ANIMAL FEEDS
8437,84,MACHINES FOR CLEANING
8438,84,BAKERY MACHINERY
8439,84,MACHINERY FOR MAKING PULP OF FIBROUS CELLULOSIC MATERIAL
8440,84,BOOKBINDING MACHINERY
8441,84,CUTTING MACHINES FOR PAPER AND PAPERBOARD
8442,84,PHOTOTYPESETTING AND COMPOSING MACHINES
8443,84,REEL-FED OFFSET PRINTING MACHINERY
8444,84,TEXTURING MACHINES FOR MAN-MADE TEXTILE MATERIALS
8445,84,CARDING MACHINES FOR PREPARING TEXTILE FIBERS
8446,84,POWER LOOMS FOR WEAVING FABRICS OF A WIDTH NOT EXCEEDING 30 CM
8447,84,HOSIERY KNITTING MACHINES
8448,84,DOBBIES AND JACQUARD; CARD REDUCING
8449,84,FINISHING MACHINERY AND PARTS THEREOF FOR FELT OR NONWOVENS
8450,84,WASHING MACHINES
8451,84,DRY-CLEANING MACHINES
8452,84,SEWING MACHINES
8453,84,MACHINES FOR PREPARING
8454,84,CONVERTERS USED IN METALLURGY OR FOUNDRIES
8455,84,TUBE ROLLING MILLS
8456,84,MACHINE TOOLS FOR WORKING METAL
8457,84,MACHINING CENTERS
8458,84,HORIZONTAL LATHES
8459,84,WAY-TYPE UNIT HEAD MACHINES
8460,84,FLAT-SURFACE GRINDING MACHINES
8461,84,SHAPING OR SLOTTING MACHINES
8462,84,CLOSED DIE FORGING MACHINES
8463,84,DRAW-BENCHES FOR BARS
8464,84,SAWING MACHINES FOR WORKING STONE
8465,84,TENONERS
8466,84,TOOL HOLDERS FOR FORMING-TYPE OR CUTTING TYPE DIES
8467,84,GRINDERS
8468,84,HAND-HELD BLOW TORCHES
8470,84,ELECTRONIC CALCULATORS CAPABLE OF OPERATION WITHOUT AN EXTERNAL SOURCE OF POWER
8471,84,PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES
8472,84,DUPLICATING MACHINES
8473,84,PARTS AND ACCESSORIES OF ELECTRONIC CALCULATORS AND CALCULATING MACHINES
8474,84,SORTING
8475,84,MACHINES FOR ASSEMBLING ELECTRIC OR ELECTRONIC LAMPS
8476,84,AUTOMATIC BEVERAGE VENDING MACHINES INCORPORATING HEATING OR REFRIGERATING DEVICES
8477,84,INJECTION-MOLDING MACHINES FOR MANUFACTURING SHOES
8478,84,INDUSTRIAL CIGARETTE-MAKING MACHINES
8479,84,PAVERS
8480,84,MOLDING BOXES FOR METAL FOUNDRY
8481,84,PRESSURE-REDUCING VALVES
8482,84,BALL BEARINGS WITH INTEGRAL SHAFTS HAVING AN OUTSIDE DIAMETER NOT OVER 30 MM
8483,84,CAMSHAFTS AND CRANKSHAFTS FOR MOTORCYCLES WITH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINES OR ROTARY ENGINES
8484,84,GASKETS AND SIMILAR JOINTS OF METAL SHEETING COMBINED WITH OTHER MATERIAL OR OF TWO OR MORE LAYERS OF METAL
8485,84,MACHINES FOR ADDITIVE MANUFACTURING BY METAL DEPOSIT
8486,84,MACHINES AND APPARATUS FOR THE MANUFACTURE OF BOULES OR WAFERS
8487,84,SHIPS' PROPELLERS AND BLADES OF COPPER
8501,85,ELECTRIC MOTORS OF AN OUTPUT UNDER 18.65 W
8502,85,GENERATING SETS
8503,85,COMMUTATORS FOR MACHINES IN HEADING 8501 OR 8502
8504,85,BALLASTS FOR DISCHARGE LAMPS OR TUBES
8505,85,ALNICO PERMANENT MAGNETS AND ARTICLES INTENDED TO BECOME PERMANENT MAGNETS AFTER MAGNETIZATION
8506,85,PRIMARY CELLS AND PRIMARY BATTERIES
8507,85,LEAD-ACID STORAGE BATTERIES
8508,85,VACUUM CLEANERS WITH SELF-CONTAINED ELECTRIC MOTOR OF A POWER NOT EXCEEDING 1500W & HAVING A DUST BAG OR OTHER RECEPTACLE CAPACITY NOT EXCEEDING 20 L
8509,85,FOOD BLENDERS
8510,85,ELECTRIC SHAVERS
8511,85,SPARK PLUGS FOR INTERNAL COMBUSTION ENGINES
8512,85,BICYCLE LIGHTING EQUIPMENT
8513,85,FLASHLIGHTS
8514,85,HOT ISOSTATIC PRESSES
8515,85,SOLDERING IRONS AND GUNS
8516,85,ELECTRIC STORAGE WATER HEATERS
8517,85,LINE TELEPHONE SETS WITH CORDLESS HANDSETS
8518,85,MICROPHONES HAVING A FREQUENCY RANGE OF 300 HZ TO 3.4 KHZ WITH DIAMETER NOT EXCEEDING 10MM AND A HEIGHT NOT EXCEEDING 3MM
8519,85,SOUND RECORDING/REPRODUCING APPS OPERATED BY COINS
8521,85,VIDEO PLAYING APPARATUS
8522,85,PICKUP CARTRIDGES FOR USE WITH APPARATUS OF HEADINGS 8519-8521
8523,85,CARDS
8524,85,LIQUID CRYSTAL FLAT PANEL DISPLAY MODULES
8525,85,TELEVISION APPARATUS FOR RECEPTION OF TV SIGNALS RELAYED BY TV SATELLITE SIGNALS
8526,85,RADAR APPARATUS DESIGNED FOR BOAT OR SHIP INSTALLATION
8527,85,POCKET-SIZE RADIO CASSETTE PLAYERS
8528,85,CATHODE-RAY TUBE (CRT) MONITORS OF A KIND USED IN AUTOMATIC DATA PROCESSING SYSTEMS OF HEADING 8471
8529,85,TELEVISION ANTENNAS
8530,85,ELECTRICAL SIGNALING
8531,85,SMOKE DETECTORS
8532,85,FIXED CAPACITORS
8533,85,FIXED CARBON RESISTORS
8534,85,PC
8535,85,FUSES IN CIRCUITS OF 2
8536,85,FUSES
8537,85,MOTOR CONTROL CENTERS
8538,85,BOARDS
8539,85,SEALED BEAM LAMP UNITS
8540,85,CATHODE RAY TV & VIDEO MONITOR TUBES
8541,85,UNMOUNTED CHIPS
8542,85,CONTROLLERS (INCLUDING MICROCONTROLLERS): 8-BIT
8543,85,PARTICLE ACCELERATORS
8544,85,INSULATED WINDING WIRE
8545,85,GRAPHITE ELECTRODES
8546,85,ELECTRICAL INSULATORS OF GLASS
8547,85,CERAMIC INSULATORS TO BE USED IN THE PRODUCTION OF SPARK PLUGS FOR NATURAL GAS-FUELED
8548,85,ELECTRICAL PARTS OF MACHINERY OR APPARATUS NOT SPECIFIED OR INCLUDED ELSEWHERE IN CHAPTER 85
8549,85,LEAD-ACID STORAGE BATTERIES OF A KIND USED FOR STARTING ENGINES
8601,86,RAIL LOCOMOTIVES POWERED FROM AN EXTERNAL SOURCE OF ELECTRICITY
8602,86,DIESEL-ELECTRIC LOCOMOTIVES
8603,86,SELF-PROPELLED RAILWAY OR TRAMWAY COACHES
8604,86,RAILWAY OR TRAMWAY MAINTENANCE OR SERVICE VEHICLES
8605,86,RAILWY/ TRAMWY PASSENGER COACHES
8606,86,RAILWAY/TRAMWAY TANK CARS & THE LIKE
8607,86,TRUCK ASSEMBLIES FOR SELF-PROPELLED RAILWAY OR TRAMWAY LOCOMOTIVES OR ROLLING STOCK
8608,86,RAILWAY TRACK FIXTURES; MECHANICAL SIGNALING
8609,86,CONTAINERS (INCLUDING CONTAINERS FOR THE TRANSPORT OF FLUIDS) SPECIALLY DESIGNED AND EQUIPPED FOR CARRIAGE BY ONE OR MORE MODES OF TRANSPORT
8701,87,TRACTORS
8702,87,BUS-TYPE PASS MTR VEHICLE
8703,87,VEHICLES DESIGNED FOR TRAVELING ON SNOW
8704,87,CAB CHASSIS
8705,87,MOBILE CRANES
8706,87,CHASSIS FITTED WITH ENGINES FOR VEHICLES OF SUBHEADING 8704.21 OR 8704.31
8707,87,BODIES (INCLUDING CABS) FOR PASSENGER AUTOMOBILES OF HEADING 8703
8708,87,STEEL STAMPINGS OF BUMPERS FOR MOTOR VEHICLES OF HEADINGS 8701 TO 8705
8709,87,WORKS TRUCKS FOR USE IN WAREHOUSES
8710,87,ARMORED FIGHTING VEHICLES
8711,87,MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE
8712,87,BICYCLES HAVING BOTH WHEELS NOT EXCEEDING 50 CM IN DIAMETER
8713,87,INVALID CARRIAGES
8714,87,SADDLES AND SEATS OF MOTORCYCLES (INCLUDING MOPEDS)
8715,87,BABY CARRIAGES (INCLUDING STROLLERS)
8716,87,TRAILERS AND SEMI-TRAILERS FOR HOUSING OR CAMPING LESS THAN 10.6M IN LENGTH
8801,88,HANG GLIDERS
8802,88,NEW HELICOPTERS
8804,88,PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES AND PARAGLIDERS) AND ROTOCHUTES; PARTS THEREOF AND ACCESSORIES THERETO
8805,88,AIRCRAFT LAUNCHING GEAR AND PARTS THEREOF; DECK-ARRESTOR OR SIMILAR GEAR AND PARTS THEREOF
8806,88,UNMANNED AIRCRAFT DESIGNED FOR THE CARRIAGE OF PASSENGERS
8807,88,PROPELLERS AND ROTORS AND PARTS THEREOF FOR USE IN CIVIL AIRCRAFT
8901,89,CRUISE SHIPS
8902,89,FISHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS
8903,89,INFLATABLE VESSELS (EXCLUDES INFLATABLE RAFTS) FOR PLEASURE OR SPORTS
8904,89,TUGS AND PUSHER CRAFT
8905,89,DREDGERS
8906,89,WARSHIPS (INCLUDING SUBMARINES
8907,89,INFLATABLE RAFTS
8908,89,VESSELS & FLOATING STRUCTURES FOR SCRAPPING
9001,90,OPTICAL FIBERS FOR TRANSMISSION OF VOICE
9002,90,OBJECTIVE LENSES AND PARTS FOR CAMERAS
9003,90,FRAMES AND MOUNTINGS OF PLASTICS
9004,90,SUNGLASSES
9005,90,PRISM BINOCULARS FOR USE WITH INFRARED LIGHT
9006,90,CAMERAS DESIGNED FOR UNDERWATER USE
9007,90,CINEMATOGRAPHIC CAMERAS
9008,90,SLIDE PROJECTORS
9010,90,APPARATUS & EQUIPMENT
9011,90,STEREOSCOPIC MICROSCOPES PROVIDED WITH A MEANS FOR PHOTOGRAPHING THE IMAGE
9012,90,MICROSCOPES OTHER THAN OPTICAL MICROSCOPES; DIFFRACTION APPARATUS
9013,90,TELESCOPIC SIGHTS FOR RIFLES NOT DESIGNED FOR USE WITH INFRARED LIGHT
9014,90,OPTICAL INSTRUMENTS AND APPLIANCES FOR AERONAUTICAL OR SPACE NAVIGATION (OTHER THAN COMPASSES)
9015,90,ELECTRICAL RANGEFINDERS
9016,90,ELECTRICAL BALANCES OF A SENSITIVITY OF A 5 CG OR BETTER
9017,90,DRAFTING TABLES AND MACHINES
9018,90,ELECTROCARDIOGRAPHS
9019,90,MECHANO-THERAPY APPLIANCES
9020,90,UNDERWATER BREATHING DEVICES DESIGNED AS A COMPLETE UNIT TO BE CARRIED ON THE PERSON AND NOT REQUIRING ATTENDANTS
9021,90,BONE PLATES
9022,90,COMPUTED TOMOGRAPHY APPARATUS
9023,90,INSTRUMENTS
9024,90,MACHINES AND APPLIANCES FOR TESTING METALS
9025,90,CLINICAL THERMOMETERS LIQUID-FILLED
9026,90,ELECTRICAL FLOW METER FOR MEASURING OR CHECKING THE FLOW OR LEVEL OF LIQUIDS
9027,90,ELECTRICAL GAS OR SMOKE ANALYSIS APPARATUS
9028,90,GAS METERS
9029,90,TAXIMETERS
9030,90,INSTRUMENTS AND APPARATUS FOR MEASURING OR DETECTING IONIZING RADIATIONS
9031,90,MACHINES FOR BALANCING MECHANICAL PARTS
9032,90,THERMOSTATS FOR AIR CONDITIONING
9033,90,LED BCKLIGHT MODULS
9101,91,MOVRMENTS FOR WRIST WATCHES
9102,91,MVTS FOR WRT WATCHES
9103,91,MOVEMENTS FOR TRAVEL CLOCKS
9104,91,MVTS & CASES FOR INSTRUMENT PANEL CLOCKS
9105,91,ALARM CLOCKS
9106,91,TIME REGISTERS; TIME-RECORDERS
9107,91,TIME SWITCHES
9108,91,MVT FOR WATCH MVT
9109,91,CLOCK MOVEMENTS OF ALARM CLOCKS
9110,91,COMPLETE MOVEMENTS OF WATCHES
9111,91,WATCH CASES OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL
9112,91,CLOCK CASES OF METAL
9113,91,WATCH STRAPS
9114,91,CLOCK OR WATCH DIALS NOT EXCEEDING 50MM IN WIDTH
9201,92,UPRIGHT PIANOS
9202,92,STRING MUSICAL INSTRUMENTS PLAYED WITH A BOW
9205,92,BRASS-WIND INSTRUMENTS VALUED NOT OVER $10 EACH
9206,92,DRUMS
9207,92,MUSICAL SYNTHESIZERS VALUED UNDER $100 EACH
9208,92,MUSIC BOXES
9209,92,MUSICAL INSTRUMENTS STRINGS
9301,93,SELF-PROPELLED ARTILLERY WEAPONS (FOR EXAMPLE
9302,93,REVOLVERS
9303,93,MUZZLE-LOADING FIREARMS
9304,93,RIFLES WHICH EJECT MISSLES BY RELEASE OF COMPRESSED AIR OR GAS EXCLUDING THOSE OF HEADING 9307
9305,93,FRAMES AND RECEIVERS OF REVOLVERS OR PISTOLS OF HEADING 9302
9306,93,SHOTGUN CARTRIDGES AND PARTS THEREOF
9307,93,SWORDS
9401,94,SEATS OF A KIND USED FOR AIRCRAFT LEATHER UPHOLSTERED
9402,94,DENTISTS'
9403,94,METAL FILING CABINETS OF A KIND USED IN OFFICES
9404,94,MATTRESS SUPPORTS
9405,94,LED HOUSEHOLD CHANDELIER AND OTHER ELEC CEILING OR WALL LIGHTING FITTINGS
9406,94,PREFABRICATED BUILDINGS OF WOOD
9503,95,INFLATABLE TOY BALLS
9504,95,BILLIARD BALLS
9505,95,CHRISTMAS ORNAMENTS OF GLASS
9506,95,CROSS-COUNTRY SKIS
9507,95,FISHING RODS
9508,95,TRAVELING CIRCUSES
9601,96,WORKED IVORY AND ARTICLES OF IVORY
9602,96,UNFILLED GELATIN CAPSULES
9603,96,WISKBROOMS
9604,96,HAND SIEVES AND HAND RIDDLES
9605,96,TRAVEL SETS FOR PERSONAL TOILET
9606,96,PRESS-FASTENERS
9607,96,SLIDE FASTENERS FITTED WITH CHAIN SCOOPS OF BASE METAL
9608,96,BALL POINT PENS
9609,96,PENCILS AND CRAYONS
9610,96,SLATES AND BOARDS
9611,96,DATE
9612,96,TYPEWRITER RIBBONS LESS THAN 30MM IN WIDTH PERMTLY IN PLASTIC OR METAL CARTG WHETHER OR NOT CONTG SPOOLS
9613,96,POCKET LIGHTERS
9614,96,ROUGHLY SHAPED BLOCKS OF WOOD OR ROOT FOR THE MANUFACTURE OF SMOKING PIPES
9615,96,COMBS
9616,96,SCENT SPRAYERS & SIMILAR TOILET SPRAYERS
9617,96,VACUUM FLASKS & OTHER VACUUM VESSELS HAVING A CAPACITY NOT EXCEEDING 1 LITER
9618,96,TAILORS' DUMMIES & OTHER MANNEQUINS;AUTOMATONS & OTHER ANIMATED DISPLAYS FOR SHOP WINDOW DRESSING
9619,96,SANITARY NAPKINS AND TAMPONS
9620,96,MONOPODS
9701,97,PAINTINGS
9702,97,ORIGINAL ENGRAVINGS
9703,97,ORIGINAL SCULPTURE AND STATUARY
9704,97,POSTAGE OR REVENUE STAMPS
9705,97,ARCHAEOLOGICAL PIECES OF A KIND DESCRIBED IN STATISTICAL NOTE 1 TO THIS CHAPTER
9706,97,SILVERWARE OF AN AGE EXCEEDING 250 YEARS
